example_id,customer_tweet_id,customer_text,human_label,escalate_gold
APPLE-GOLD-213,2490795,@AppleSupport Too late. Lost all my data 👎🏼,4,
APPLE-GOLD-214,312184,"@AppleSupport pinche actualización fea no puedo hablar por altavoz, no se conecta a Bluetooth del coche para escucha música @115858 😡😡",7,
APPLE-GOLD-215,2873396,"@AppleSupport keep getting this message in activity after swimming with my Apple Watch “Data unavailable, there were not enough heart rate measurements to create a chart”. Have tried restarting, resyncing but nothing seems to work.  Cardiogram works fine and have good readings. https://t.co/z0rKI0ix0P",2,
APPLE-GOLD-216,1575053,@AppleSupport the Bluetooth SUCKS on this iPhone X 🙄🙄🙄,7,
APPLE-GOLD-217,1771196,@AppleSupport is there a way to fix Bluetooth &amp; WiFi automatically connecting when they’re off? #iOS11,7,
APPLE-GOLD-218,1182184,@AppleSupport hey is this order ready for pickup? W575026776,8,
APPLE-GOLD-219,1932456,Been trying to call @115858 for 3 days for an order issue and keep getting “we’re too busy too take calls” message and disconnect #notiphone,8,
APPLE-GOLD-220,1086779,@AppleSupport Apple Store mgr called me. Thank you anyways,OTHER_OR_AMBIGUOUS,
APPLE-GOLD-221,1927621,@AppleSupport Need to edit an address on my iPhone order but chat and phones are all disabled? Help.,8,
APPLE-GOLD-222,2424402,"@AppleSupport hi, I can see a delivery to me has been signed for despite me being out of the country? Order ref W431536860",8,
APPLE-GOLD-223,633853,"Hi @115858 today I had to ask a friend to lend me his Samsung because my ooold IPhone was getting crazy, in order to contact someone... please make it never happen again ! 😭🇫🇷",2,
APPLE-GOLD-224,58172,@AppleSupport App store now appears to be working,5,
APPLE-GOLD-225,1175541,@AppleSupport i have a question about iPhone x pre order and Att next,8,
APPLE-GOLD-226,1458769,@AppleSupport App Store says I have no updates needed.,5,
APPLE-GOLD-227,1340554,@AppleSupport Not happy! Had a chat convo with Store Support stating I could preorder Virgin Mobile 📱 X this AM in store to be told no. 😡,8,
APPLE-GOLD-228,2965422,".@AppleSupport I thought you should know there’s an email scam going around. Here is a screenshot. Included links to “click”. Looked legit, except I didn’t order the app listed. https://t.co/ulFBLQDQnT",OTHER_OR_AMBIGUOUS,
APPLE-GOLD-229,2129145,@AppleSupport I can’t download apps from the store help!,5,
APPLE-GOLD-230,2683816,@AppleSupport It’s okay. Logged a case via AppleCare phone support and will be visiting Apple Store Orchard Road this coming weekend. I’m just hoping I won’t have to spend on repairs.,8,
APPLE-GOLD-231,58177,Is App Store down? @AppleSupport,5,
APPLE-GOLD-232,1850169,"@AppleSupport @115858 4 day wait for an appt at Apple store, 30 minute wait in store only to be told I should have called Apple Support",8,
APPLE-GOLD-233,667056,@AppleSupport Yes Battery stopped Ola ratio 1 long duration I do not know the reason Shipping and cable Original Apple charger! ☺️👇🏼 https://t.co/IBPO5REZk9,1,
APPLE-GOLD-234,2134880,@AppleSupport Hi — how do i cancel a genius bar appointment?,8,
APPLE-GOLD-235,2026182,"@AppleSupport Another apple store asked my freind 7500 indian rupee for a battery replacement.
I hope you take strict action to such incident",8,
APPLE-GOLD-236,2622683,"@AppleSupport I’ve several side-loaded books and pdf docs that are missing.

Purchased section only lists books purchased from the Store, so...

P.S - i can see ALL books on my Mac’s iBook app",5,
APPLE-GOLD-237,1271114,@115858 what wrong with your apple store .. #iOS11 #sucks,OTHER_OR_AMBIGUOUS,
APPLE-GOLD-238,1977511,@AppleSupport hey Apple. How are you meant to update ye apps if you can’t get into the App Store. Your phones are shite,5,
APPLE-GOLD-239,487896,@AppleSupport I've been having to restart my phone every time I want to update apps otherwise the app store will show an error. Is this something you are aware of?,5,
APPLE-GOLD-240,2276328,Why doesn’t the app store have a wish list? @AppleSupport,5,
APPLE-GOLD-241,371872,@AppleSupport my App Store won’t let me download app I’ve already downloaded,5,
APPLE-GOLD-242,2289408,"Drove 180 miles to the store in ft worth, tx to my genius apt to fix my mac only to have the store ""unexpectededly closed."" Thanks for not even notifying me @AppleSupport @115858",8,
APPLE-GOLD-243,2803457,@AppleSupport Hey my App Store wont open plz fix,5,
APPLE-GOLD-244,2426115,Hey @115858 would you replace these ? https://t.co/XkTwOJprxI,8,
APPLE-GOLD-245,2341872,"@AppleSupport Yeah I’ve tried all these before, my phone is permanently on low power mode and sometimes with the brightness down all the way and airplane mode on, can you please run a diagnostics test cause I want to know if I can take it into the store for a replacement??",1,
APPLE-GOLD-246,1007651,@115858 your App Store isn't working! What the hell!?,5,
APPLE-GOLD-247,1354510,Was it truly reserving it if it wasn’t reserving my selection to pick up in store? A little unfair @AppleSupport,8,
APPLE-GOLD-248,2647141,"@AppleSupport Well, I made a Genius Bar appt that wasn’t honored. Store manager walked away without a word on when she’d be back. Told to wait almost 2 hrs.",8,
APPLE-GOLD-249,1629730,@115858 fix whatever this “i️” now,2,
APPLE-GOLD-250,2657442,@115858 get ur shit together man my brand new iphone crashes like 7 times a day,2,
