conversation_id,customer_tweet_id,customer_text,support_tweet_id,support_text,customer_author_id,customer_created_at,support_created_at
apple_thread_023537,1156091,"@AppleSupport downloaded ios11, my screen is auto dimming, how do i change this? As the turn off button has gone? #hateit #help",1156089,"@391958 We’d like to help. To turn off Auto-Brightness in iOS 11, go to Settings &gt; General &gt; Accessibility &gt; Display Accommodations.",391958,Fri Sep 22 08:03:01 +0000 2017,Fri Sep 22 14:27:37 +0000 2017
apple_thread_005583,311879,@AppleSupport App Store and iTunes will not load after updating to iOS 11?!?! Please help,311877,"@15431 We're here to help.  To better assist, what error or message do you receive when attempting the access those stores?",190489,Fri Sep 22 14:47:07 +0000 2017,Fri Sep 22 16:00:33 +0000 2017
apple_thread_005583,311878,@AppleSupport The App Store just says that it cannot connect and iTunes goes to a black screen and then exits out of the app,311880,"@15431 Does switching connection types, such as another Wi-Fi network or cellular data, allow you access to the App Store?",190489,Fri Sep 22 18:00:16 +0000 2017,Fri Sep 22 18:43:01 +0000 2017
apple_thread_024565,1209441,"hi there, @AppleSupport , already update to ios11 but i get problem with random freeze in my 6s, please fixed it in the next update.thankyou",1209439,@403918 We'll be glad to help you with what you're experiencing. Have you tried powering off and restarting? https://t.co/n9BF3L9h6y,403918,Fri Sep 22 23:00:23 +0000 2017,Fri Sep 22 23:26:28 +0000 2017
apple_thread_019362,951790,"@AppleSupport after i update my phone to ios11 i can’t use my visa card to buy in apps, can u help ?!",951789,@345796 We're here to help. DM us what message or error you receive. https://t.co/GDrqU22YpT,345796,Sat Sep 23 01:29:17 +0000 2017,Sat Sep 23 02:17:30 +0000 2017
apple_thread_040399,1710649,"Hey, @AppleSupport, my iPhone 7 keeps respringing when trying to setup for the first time. Trying over both WiFi and iTunes, same problem.",1710647,@518224 We definitely want to get this corrected for you! What are you seeing on the screen when this happens? Do you get an error?,518224,Sat Sep 23 12:46:28 +0000 2017,Sat Sep 23 15:40:34 +0000 2017
apple_thread_005833,325346,@115858 @AppleSupport @116333 Any update on the wishlist? I had 60+ apps (can't remember them all!) in there and also want to add new ones.,325344,"@193506 With iOS 11 the App Store has been updated, some items have been added and some removed. Find out more here: https://t.co/oWUHlNlygh",193506,Sat Sep 23 16:01:11 +0000 2017,Sat Sep 23 18:26:28 +0000 2017
apple_thread_018926,324301,@AppleSupport This is the worst software update ever. My iPhone keeps crashing all the time when using Spotify and Instagram or Twittee app.,936086,"@341923 Hi! To clarify, do you mean that those specific apps are closing when using them?",341923,Sat Sep 23 17:52:30 +0000 2017,Sat Sep 23 19:37:28 +0000 2017
apple_thread_019362,951784,@AppleSupport Helo can u help me,951782,@42078 We are always more than happy to help. Join us in DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,345795,Sat Sep 23 22:32:35 +0000 2017,Sat Sep 23 23:39:52 +0000 2017
apple_thread_028359,1407599,@AppleSupport Is it normal for the touch of ios 11 to be so accurate with the touch? 10 was not like that. 🤔,1407597,"@447180 Hi there, just to make sure we're on the same page. Are you experiencing an issue with the response of the touch screen?",447180,Sat Sep 23 22:49:05 +0000 2017,Sat Sep 23 23:53:53 +0000 2017
apple_thread_018496,372912,@AppleSupport Apple you are a bunch scam artist ! I just lost 820$ you took from me!,907009,@335363 We'd like to review this for you. Please DM us with more details and we'll go from there. https://t.co/GDrqU22YpT,335363,Sat Sep 23 23:09:54 +0000 2017,Sun Sep 24 00:14:26 +0000 2017
apple_thread_009500,512329,@AppleSupport I cant find the MANAGE SUBSCRIPTION. See screenshot. I only have manage itunes and special offers. https://t.co/nGWgRVoEVE,512327,"@237821 We see what you mean. In this case, we'd suggest contacting Spotify directly to see about ending your subscription.",237821,Sun Sep 24 01:23:57 +0000 2017,Sun Sep 24 02:50:00 +0000 2017
apple_thread_019273,946700,@AppleSupport I have lost count of my phone crashes/lock ups... What type of pos did you rollout?... Forget what testing is? #wtf https://t.co/TRIlL2YAhJ,946696,@344489 We'd like to help however we can. Send us a DM and let us know if the issues happens when using certain apps or services. https://t.co/GDrqU22YpT,344489,Sun Sep 24 02:15:42 +0000 2017,Sun Sep 24 04:06:53 +0000 2017
apple_thread_014790,727094,"@115858 Did you even test iOS 11 before releasing it? Phone freezes all the time, carplay barely works, battery drains.  #ios11update #brick",727092,@294166 We're here to assist.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,294166,Sun Sep 24 06:13:38 +0000 2017,Sun Sep 24 13:30:28 +0000 2017
apple_thread_015825,776128,"@116333 @AppleSupport Came across bug again this morning, I paid around $1500(92000 INR) without thinking twice guys, respect the people's effort. https://t.co/S8X3bY2r8Q",776126,@305448 We'd like to know more about what you are seeing. Could you join us in DM with more details? https://t.co/GDrqU22YpT,305448,Mon Sep 25 05:44:07 +0000 2017,Mon Sep 25 12:59:01 +0000 2017
apple_thread_005172,295772,@115858 @AppleSupport iOS11 is very heavy on the iPhone 6 battery. Battery drains out quickly as compared to previous OS. Pls look into it,295770,"@186444 We're happy to help. Try these tips for battery life, and let us know if you still have an issue: https://t.co/TpjqFp3jxD",186444,Mon Sep 25 07:06:35 +0000 2017,Mon Sep 25 13:14:29 +0000 2017
apple_thread_004878,284771,@AppleSupport since upgrade to iOS 11 my iPhone 7’s battery life is even worse than before! i can watch the % drop as I’m using my phone! 👎,284769,@183840 We'd be happy to look into this with you. Let's start by seeing if the info here helps: https://t.co/bivpdfBNJ6,183840,Mon Sep 25 17:25:39 +0000 2017,Mon Sep 25 18:04:34 +0000 2017
apple_thread_031474,1517721,"@AppleSupport ""Your iPhone could not be activated because the activation server cannot be reached."" https://t.co/oqivqksL8E",1517720,@472118 We'd love to help you get your iPhone activated! Check out this article for steps to move things along: https://t.co/ywHIZGN4Ac,472118,Mon Sep 25 19:25:45 +0000 2017,Mon Sep 25 19:55:35 +0000 2017
apple_thread_045887,1824652,@AppleSupport #iOS11 bug when playing audio with bluetooth (music or spotify app): music sometimes stops for a split second :-(,1824650,@547751 We'd like to learn a bit more about the behavior you're experiencing. Is the delay when a connection is established?,547751,Mon Sep 25 20:00:04 +0000 2017,Mon Sep 25 20:25:09 +0000 2017
apple_thread_007889,426945,"@AppleSupport Hi guys im updating a macbook pro retina 13"" late 2013 and I'm stuck since 3-4 hours, What is the best way to proceed?",426943,@216551 We’re here to address your concerns. Let's team up in Direct Message using the link below. https://t.co/GDrqU22YpT,216551,Tue Sep 26 00:09:35 +0000 2017,Tue Sep 26 00:21:55 +0000 2017
apple_thread_025544,1265675,"@AppleSupport My iPhone6 with iOS10.2 can't connect with my airpods well, always failed to connect, I need to restart my phone every time!!",1265673,"@416377 Let's figure this out. Do you have any other Bluetooth devices? If so, do you have any issues connecting those devices?",416377,Tue Sep 26 03:25:18 +0000 2017,Tue Sep 26 12:27:31 +0000 2017
apple_thread_031474,1517715,@AppleSupport I do everything still can't to activate from iTunes or Sim card,1517713,"@472118 Thanks, let's move to DM for a closer look. Do you receive the same error message each time? https://t.co/GDrqU22YpT",472118,Tue Sep 26 03:53:53 +0000 2017,Tue Sep 26 12:37:29 +0000 2017
apple_thread_003382,206920,"#iOS11 so many bugs, phone freezing, wifi switches on its own, battery drains fast #applesupport @AppleSupport",206919,@164996 We want you to enjoy iOS 11. We can help! Send us a DM and we'll look into this together. https://t.co/GDrqU22YpT,164996,Tue Sep 26 06:07:03 +0000 2017,Tue Sep 26 13:25:01 +0000 2017
apple_thread_007826,416670,@115858 why?! Y make it impossible to turn off WiFi for good? I drive it comes on &amp; drops good LTD for crappy wifi &amp; drains battry looking!,416667,@214404 We want to help out. Have you tried the steps here? https://t.co/G7BHuQnDS6,214404,Tue Sep 26 14:59:02 +0000 2017,Tue Sep 26 15:50:53 +0000 2017
apple_thread_078221,2706318,"Upgrade to #HighSierra - Result after 3 hours. What I should do, @AppleSupport ? https://t.co/PIlnpIU6TL",2706316,@760032 We're happy to help get macOS High Sierra installed for you. Does it still appear to be stuck at that point on the progress bar?,760032,Tue Sep 26 15:22:29 +0000 2017,Tue Sep 26 16:23:00 +0000 2017
apple_thread_026409,1314528,"Hey @AppleSupport, will the #HighSierra upgrade automatically convert my HFS+ formatted hard drive to the new APFS?",1314526,@427111 That's a great question. Learn more about APFS and macOS High Sierra drive conversions here: https://t.co/4S5rE4Mlsl,427111,Tue Sep 26 16:08:29 +0000 2017,Tue Sep 26 17:19:33 +0000 2017
apple_thread_021116,1037074,"So, with Safari 11 you can no longer use web inspector with USB-attached iOS devices.

Why, @AppleSupport?",1037073,@365332 Thanks for reaching out to us. Let's have you reach out to our developer support team here: https://t.co/hEaoE4MHuT,365332,Tue Sep 26 21:36:32 +0000 2017,Tue Sep 26 21:52:30 +0000 2017
apple_thread_021116,1037068,"@AppleSupport Uh, given that I'm just one web developer, and you're a multibillion dollar corporation, couldn't you just give me an answer?",1037066,"@365332 We'd love to help further, but our developer support team is the best point of contact since they specialize in this.",365332,Tue Sep 26 22:52:04 +0000 2017,Tue Sep 26 22:59:01 +0000 2017
apple_thread_021203,1044126,"@115858 i’ve had (and loved) my ipad for almost two hears, but ever since i updated it has lagged for the first time...it’s annoying😒",1044124,@366888 We how important it is for your device to work the way you'd like. Have you updated to 11.0.1?,366888,Wed Sep 27 00:04:50 +0000 2017,Wed Sep 27 00:21:49 +0000 2017
apple_thread_004035,243096,@115858 facing serious freezing &amp; battery drain issues in #iphone7. Unable to send text msg from call list. Awaiting update to resolve these,243094,@173728 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,173728,Wed Sep 27 04:48:29 +0000 2017,Wed Sep 27 12:42:29 +0000 2017
apple_thread_004001,242511,"@AppleSupport Hello, team! is there any way I can wipe “Other” from my storage? And y do photos not offload to iCloud to save phone space? https://t.co/zQ3h9pZdZw",242510,@173606 We’d be happy to look at this with you! Which version of iOS are you running? Do you have iCloud Photo Library turned on?,173606,Wed Sep 27 06:12:23 +0000 2017,Wed Sep 27 13:11:31 +0000 2017
apple_thread_003963,240474,".@AppleSupport iOS11 - when playing podcasts, the lock screen doesn’t show correct play times until paused. Could you log a fault? Thanks.",240473,@173120 We want to look into this with you. Does this happen on all podcasts? Is the time correct when in the Podcast app?,173120,Wed Sep 27 07:28:07 +0000 2017,Wed Sep 27 13:26:01 +0000 2017
apple_thread_004001,242508,"@AppleSupport iOS 11, iCloud Photo Library turned on yes",242506,"@173606 Do you have access to a computer with iTunes installed on it? If so, does the storage match there? https://t.co/S6zPztq2JY",173606,Wed Sep 27 13:14:17 +0000 2017,Wed Sep 27 14:44:00 +0000 2017
apple_thread_003963,240472,"@AppleSupport Yup all podcasts. Correct in app, and on lock screen once paused. Only since iOS11, previously fine.",240471,"@173120 Thanks for that information. If you have not tried already, please restart the iPhone. https://t.co/n9BF3L9h6y",173120,Wed Sep 27 13:27:22 +0000 2017,Wed Sep 27 14:44:01 +0000 2017
apple_thread_003963,240465,@AppleSupport Disappointingly this has resolved it. I thought this sort of non-solution solution was one for Microsoft not Apple.,240463,"@173120 Let's keep an eye out for this issue if it returns. If it does, we'll be here.",173120,Wed Sep 27 16:21:20 +0000 2017,Wed Sep 27 16:47:11 +0000 2017
apple_thread_028799,1423459,@AppleSupport are there any changes or issues with payment service? My method keeps being rejected. It worked perfectly fine a week ago.,1423457,@450786 Thanks for reaching out. There hasn't been any changes. We recommend the steps here: https://t.co/Ip2IwxlKf8 Keep us posted.,450786,Wed Sep 27 19:03:54 +0000 2017,Wed Sep 27 19:26:26 +0000 2017
apple_thread_003920,237547,"Why does my wifi &amp; bt still turned on even i turned em off in control center, it drains my batt ios11.1 @AppleSupport",237545,"@172561 Great question! To disable Wi-Fi and Bluetooth, you must visit Settings. Learn more here: https://t.co/G7BHuQnDS6",172561,Wed Sep 27 21:58:46 +0000 2017,Wed Sep 27 22:15:37 +0000 2017
apple_thread_016786,827049,@115858 won't let me downloads new software on phone ! Help,827047,"@317010 You're in the right place for help. For the best support, are you getting any errors? If so, what message is shown?",317010,Wed Sep 27 22:11:44 +0000 2017,Wed Sep 27 22:20:32 +0000 2017
apple_thread_036634,1642369,@116333 @119462 @19101  My iTunes case #1080111280 stalled with Senior Support/Cust Experience team for A YEAR and 8 MO’.s  HELP!,1642368,@502022 We'd like to help in any way we can. Send us a DM with some details and we'll look into this together with you. https://t.co/GDrqU22YpT,502022,Wed Sep 27 23:28:35 +0000 2017,Wed Sep 27 23:40:01 +0000 2017
apple_thread_044737,1795269,"Extremely unimpressed @AppleSupport! Installed #macOSHighSierra &amp; now my #iMac's #bluetooth #keyboard isn't connected, how do I then log in?",1795267,"@71966 Let's work on this together. Please turn off the keyboard, then turn it back on: https://t.co/xcfbsTFVVR Does that resolve it? https://t.co/GDrqU22YpT",539464,Thu Sep 28 00:30:23 +0000 2017,Thu Sep 28 00:55:32 +0000 2017
apple_thread_004816,281879,@AppleSupport my 7plus keeps freezing since I updated to iOS11. I have to keep restarting it. This is not good.,281878,"@149004 We want to help. After restarting, how long before it happens? Are you using a certain app when it becomes unresponsive?",149004,Thu Sep 28 00:48:16 +0000 2017,Thu Sep 28 01:06:33 +0000 2017
apple_thread_004815,281876,@AppleSupport I wasn’t even using Safari that time. The freezing keeps happening more and more and I don’t want to keep restarting my phone,281874,@149004 Thanks. DM us if you've already updated to iOS 11.0.1 and we'll continue support there. https://t.co/GDrqU22YpT,149004,Thu Sep 28 01:25:53 +0000 2017,Thu Sep 28 01:41:00 +0000 2017
apple_thread_021544,1064755,What in the sam @115858 😡#iphone6 vs #ios11 #updatestruggles https://t.co/nNXlw4jq6D,1064753,@371384 Thanks for bringing this to our attention. Let's complete the steps here: https://t.co/OWRDHWSt4h,371384,Thu Sep 28 05:20:48 +0000 2017,Thu Sep 28 13:00:36 +0000 2017
apple_thread_013094,651656,@AppleSupport I have drop something in your inbox. Please check and solve the issue,651654,"@274962 We've received your DM, and we'll continue from there. Be on the lookout for a reply.",274962,Thu Sep 28 12:05:14 +0000 2017,Thu Sep 28 14:10:30 +0000 2017
apple_thread_005577,311509,"My iPhone 7 doesnthave an ""auto call answering"" option but I sick of it auto answering after few rings. How do I stop it?😡😡💚💚 @AppleSupport",311507,@125404 We'd like to help. Does restarting your iPhone have an impact on the issue? Are you using the phone when it does this?,125404,Thu Sep 28 13:52:09 +0000 2017,Thu Sep 28 21:02:40 +0000 2017
apple_thread_025473,1258925,"Worst experience in an Apple Store ever. (Fifth Avenue) Always thought Apple was different from others :(

 @AppleSupport",1258923,@414985 We want to look deeper into this with you. DM us with more detail and we'll continue there. https://t.co/GDrqU22YpT,414985,Thu Sep 28 16:17:59 +0000 2017,Thu Sep 28 21:09:54 +0000 2017
apple_thread_015836,778298,@AppleSupport how do I make this notification stop?? Please don't say buy more storage bc ya girl is broke. Thanks! https://t.co/ADjSQb00Er,778296,@305849 You can turn off iCloud backup if you would like. That would halt the error. We would encourage backing up to iTunes regularly.,305849,Thu Sep 28 15:58:58 +0000 2017,Thu Sep 28 21:10:29 +0000 2017
apple_thread_005470,307179,@AppleSupport do you know why this happens? We’ve tried restoring :(,307178,"@189360 Let's take a look into this together. To clarify, you're unable to enter in your passcode after the update?",189360,Thu Sep 28 17:42:49 +0000 2017,Thu Sep 28 21:23:04 +0000 2017
apple_thread_000237,14838,@AppleSupport iOS 11 is draining the battery on my iPhone 7 twice as fast as iOS 10. Help!,14836,@119210 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT,119210,Thu Sep 28 18:32:39 +0000 2017,Thu Sep 28 21:26:30 +0000 2017
apple_thread_035564,1624946,@AppleSupport how can I downgrade to IOS 10 again? My phone is ridiculously slow after upgrading and I prefer the roundness of the previous😟,1624944,"@497642 We'd like to help. So we know a little more about your iPhone, what version of iOS do you have installed?",497642,Thu Sep 28 20:06:06 +0000 2017,Thu Sep 28 21:27:00 +0000 2017
apple_thread_005470,307176,@AppleSupport background picture with passcode screen over it. https://t.co/Rinxrm0MTS,307174,"@189360 The screenshot appears to be as expected. If you change the background picture on your lock screen, does it become easier to see?",189360,Thu Sep 28 21:48:17 +0000 2017,Fri Sep 29 01:04:56 +0000 2017
apple_thread_003934,238443,"Hi @115858, @118936 downloading simulator runtimes in Xcode is currently broken. Could you please have a look? https://t.co/jYCEO1R8Gj",238441,@172734 We want to be sure you get the best help with this. Reach out to our developer support online at: https://t.co/MN29maiV1D,172734,Thu Sep 28 19:53:27 +0000 2017,Fri Sep 29 01:43:27 +0000 2017
apple_thread_050881,1951097,@115858 is there anything we owners of iPhone 5 can do to keep our mobiles?it is it is going to the trash and 4 sure I will buy moto or sansu,1951096,@579467 We'd like to look into this with you together. What exactly are you seeing?,579467,Thu Sep 28 12:00:05 +0000 2017,Fri Sep 29 01:47:31 +0000 2017
apple_thread_014361,707839,@115858 terrible new lock screen on up ISO 11 update can’t see it,707837,@289219 We'd love to help with your Lock Screen! Have you updated to iOS 11.0.1 yet? DM us to let us know. https://t.co/GDrqU22YpT,289219,Thu Sep 28 15:51:08 +0000 2017,Fri Sep 29 01:54:00 +0000 2017
apple_thread_014808,610097,"@116333 Worst iPhone uprgrade ever
It slow down my iphone
My phone is lagging like shit
Battery is draining very fast
Want ios 10 backkk😞😢",731866,@295169 We're happy to help.  We've received your DM and we'll be responding shortly.,295169,Fri Sep 29 02:30:36 +0000 2017,Fri Sep 29 02:42:00 +0000 2017
apple_thread_003956,240111,Seriously @115858 you've released an interim #OS11 update &amp; not fixed the wifi/Bluetooth staying on issue; surely this isn't a feature?!,240110,@173033 We can certainly look into this with you. Are you referring to Wi-Fi and Bluetooth functionality in the Control Center?,173033,Fri Sep 29 13:30:25 +0000 2017,Fri Sep 29 15:07:00 +0000 2017
apple_thread_014437,711078,@AppleSupport It doesn’t happen if the phone is locked.,711077,"@290057 Thanks for reaching out. Are you seeing a network activity icon in your status bar, or can you tell us more info?",290057,Fri Sep 29 12:37:13 +0000 2017,Fri Sep 29 15:10:00 +0000 2017
apple_thread_014437,711075,"@AppleSupport Yep, immediately to the right of the WiFi icon. Spins continuously unless the phone is locked.",711073,@290057 Let's rule out some possible causes. Does it happen if you disable Background App Refresh?  https://t.co/w2fdi1mcZF,290057,Fri Sep 29 15:12:40 +0000 2017,Fri Sep 29 16:23:01 +0000 2017
apple_thread_016878,835100,What does that mean?? I’m not trying to send anything... please @6717 @115858 @46228 @118936 https://t.co/EHz1jaDGHM,835099,@318836 We'd like to help with this. Could you tell us in DM which iPhone and version of iOS you're using? https://t.co/GDrqU22YpT,318836,Fri Sep 29 16:08:55 +0000 2017,Fri Sep 29 17:05:30 +0000 2017
apple_thread_003908,237027,@AppleSupport I have been locked out of my account for 5 days and now it says 23 days. I want this canceled,237025,@172455 The security of your account is important to us. Contact our Account Security team via: https://t.co/UJm15vmMM2,172455,Fri Sep 29 19:16:39 +0000 2017,Fri Sep 29 19:52:35 +0000 2017
apple_thread_059358,2077578,"@AppleSupport @115858 @116333 @123857 #iOS #iPhone8 #iPhone8Plus #iPhoneX

Another case for “Snow Leopard” release for iOS. #slop https://t.co/6H9rv1xYmw",2077576,@561237 We appreciate you taking the time to reach out to us. We'll be glad to investigate this with you. Please send us a DM. https://t.co/GDrqU22YpT,561237,Fri Sep 29 19:52:13 +0000 2017,Fri Sep 29 20:19:28 +0000 2017
apple_thread_003994,242356,"@AppleSupport não aguento mais carregar meu celular não seus fodido, terei que ir pro iOS 10 novamente?",242354,"@173571 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",173571,Fri Sep 29 21:48:26 +0000 2017,Fri Sep 29 21:58:29 +0000 2017
apple_thread_005902,327000,@AppleSupport terrible way of handling my 6 month long nitemare w/iPhone 7 power issues (under warranty) &amp; nuthin but grief &amp; inconvenience,326998,"@193927 We got your DM, and we will respond to you there.",193927,Fri Sep 29 22:09:58 +0000 2017,Fri Sep 29 22:21:00 +0000 2017
apple_thread_004781,273123,@AppleSupport IOS 11.1 UI is broken:Try making a call &amp; at the same time access any other app. The screen splits into 2 &amp; one half its black https://t.co/8xpJQmfeUa,273121,"@181230 We'd like to help look into this. To confirm, are you using iOS 11.0.1 or iOS 11.1 beta?",181230,Fri Sep 29 22:13:09 +0000 2017,Fri Sep 29 22:24:32 +0000 2017
apple_thread_007693,409648,"This is what my lock screen looks like, @115858 PLEASE address the bugs. I have like 4 other glitches that I can recreate with the new update 😣 https://t.co/NzAfYNzZpt",409647,@212685 We'll be happy to see what's going on. Which iPhone are you using?,212685,Fri Sep 29 22:25:02 +0000 2017,Fri Sep 29 22:44:00 +0000 2017
apple_thread_007693,409645,@AppleSupport I’m using an iPhone SE 64GB with the latest iOS update as of last night.,409643,@212685 Does restarting your device help any? What are the other issues that you've experienced?,212685,Fri Sep 29 22:45:07 +0000 2017,Fri Sep 29 22:54:26 +0000 2017
apple_thread_016675,822705,@AppleSupport my apple music playlist keep saying this -an operation error occured (-12894) please help,822704,@315972 We've got your back. Can you provide us with your device model and operating system version?,315972,Fri Sep 29 23:01:42 +0000 2017,Fri Sep 29 23:15:27 +0000 2017
apple_thread_005420,304321,@AppleSupport @115858 OMG!!! I have an iphone 6s+ and it’s so freaking slow and unresponsive with IOS11! WORST.UPDATE.EVER!!!!!!!,304319,@188681 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,188681,Sat Sep 30 06:54:05 +0000 2017,Sat Sep 30 13:27:30 +0000 2017
apple_thread_057464,238763,@115858 Many time show bugs on new update of iPhone 7 Plus https://t.co/SyEupW4Mq7,2047759,"@534497 We'd like to look into this together. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT",534497,Sat Sep 30 09:32:08 +0000 2017,Sat Sep 30 14:12:53 +0000 2017
apple_thread_058125,2057766,"My iPhone has been the biggest piece of fucking shit since the update. Crashes constantly, shit as fuck battery @AppleSupport this is a joke",2057764,@608585 We want you to be able to depend on your iPhone and we're here to help. DM us a bit about what's going on. https://t.co/GDrqU22YpT,608585,Sat Sep 30 09:38:21 +0000 2017,Sat Sep 30 14:21:31 +0000 2017
apple_thread_016878,835097,"@AppleSupport iPhone 6S plus, after updating to iOS 11",835094,"@318836 We appreciate your reply. Please send us a DM, so we can take a closer look. https://t.co/GDrqU22YpT",318836,Sat Sep 30 10:43:15 +0000 2017,Sat Sep 30 14:33:51 +0000 2017
apple_thread_006503,358761,A UI glitch with iOS 11.0.1 @AppleSupport https://t.co/9QpDOIfarP,358759,@200970 Thanks for bringing this to our attention. Let's start with this: https://t.co/OWRDHWSt4h,200970,Sat Sep 30 11:22:04 +0000 2017,Sat Sep 30 14:42:35 +0000 2017
apple_thread_019907,981941,"@AppleSupport I want to be able to delete multiple, individual emails at one time.",981943,@352820 We'd be happy to provide info about this. Which device and software version are you using?,352820,Sat Sep 30 13:06:10 +0000 2017,Sat Sep 30 15:08:25 +0000 2017
apple_thread_015506,763031,@AppleSupport Do Photos retain EXIF Meta Data after being Sent via text/email or transfer to HDD? Is it baked in? Can I see original date?,763029,@302329 Great question. Our Photos specialist are the best to answer this question. You can reach them here: https://t.co/IBIY3vMgPj,302329,Sat Sep 30 14:19:50 +0000 2017,Sat Sep 30 15:53:35 +0000 2017
apple_thread_016704,823990,Had to update to iOS11 for a work app I barely use and now my phone is completely fkin useless. Thanks @115858!!!!!!!,823988,@316272 We'll be glad to help get that working again for you. Which iPhone do you have &amp; have you updated to iOS 11.0.1 yet?,316272,Sat Sep 30 14:40:24 +0000 2017,Sat Sep 30 16:00:43 +0000 2017
apple_thread_003937,238752,So why does Wi-Fi and Bluetooth automatically come on after airplane models turned off @applesupport #jokephone,238750,"@172791 We're here to help. Are you turning off Wi-Fi and Bluetooth in the Control Center, or through Settings on your device?",172791,Sat Sep 30 15:42:11 +0000 2017,Sat Sep 30 17:16:25 +0000 2017
apple_thread_003938,238761,"@115858 Help me please, my iphone 7 Screen is moving automatically after updating it to iOS 11.0.1
It’s disturbing me to work on it.",238759,@172793 We're here to assist.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,172793,Sat Sep 30 15:58:25 +0000 2017,Sat Sep 30 17:25:27 +0000 2017
apple_thread_006981,374796,@115858 @AppleSupport Think you made a mistake updating Weather app. Bottom right button used to show all locations. Now just switches them. https://t.co/eZw1FSUXLv,374795,@204871 We are here to help. DM us which iOS device you are using and we can take a look at this. https://t.co/GDrqU22YpT,204871,Sat Sep 30 16:13:25 +0000 2017,Sat Sep 30 17:37:56 +0000 2017
apple_thread_015405,758356,@AppleSupport poor control center for ios 11.. disconnects wifi but does not turn off or on from control center,758354,@301213 Thank you for contacting us. You can turn off Wi-Fi under Settings. More info is here: https://t.co/vzVz37YMv0,301213,Sat Sep 30 16:25:34 +0000 2017,Sat Sep 30 17:57:28 +0000 2017
apple_thread_004964,286757,"@126 @applesupport Instagram and notifications = no go. Tons of apps missing in my ""notifications"" ain't reinstalling them all! 😠 https://t.co/NkgFgkNV1O",286751,@184331 We can certainly take a look at this with you. Can you let us know when this first started happening?,184331,Sat Sep 30 21:26:00 +0000 2017,Sat Sep 30 22:06:00 +0000 2017
apple_thread_074066,2527429,"@115858 safari video player on ios 11 is fucking horse shit. it skips, repeats 10 sec loops randomly or just doesn’t play sometimes.",2527427,@177166 We'd like to look into this. Share with us in DM which device you are using with Safari to continue. https://t.co/GDrqU22YpT,177166,Sat Sep 30 22:52:09 +0000 2017,Sat Sep 30 23:41:55 +0000 2017
apple_thread_005889,326668,Yo. @115858 @AppleSupport : we can’t send video via text to android phones anymore?!? Seriously?,326667,"@193837 Thanks for reaching out, we'd be happy to look into this. To start, can you let us know which device and iOS version you're using?",193837,Sun Oct 01 01:02:12 +0000 2017,Sun Oct 01 01:56:00 +0000 2017
apple_thread_004317,252777,Has any else noticed notifications are messed up in #watchOS4 ? #appleWatch @AppleSupport @176071 https://t.co/jp8bhgxd0U,252775,@176069 We're happy to help. Is this happening only with specific apps? Let us know to continue.,176069,Sun Oct 01 01:05:21 +0000 2017,Sun Oct 01 02:03:42 +0000 2017
apple_thread_005889,326661,@AppleSupport Just got an iPhone 8. So it would be iOS 11. Thanks!,326659,@193837 What happens when you try to send a video? Do you get any error messages?,193837,Sun Oct 01 03:28:04 +0000 2017,Sun Oct 01 12:16:55 +0000 2017
apple_thread_026410,1315478,Forgot my password for my MacBook. Resetting with iTunes /iCloud is proving to be difficult @applesupport 😭😓,1315475,@427316 We'd love to help in any way we can. Have you had a chance to follow the steps in this guide? https://t.co/HvfRwsrSru,427316,Sun Oct 01 04:20:50 +0000 2017,Sun Oct 01 12:50:27 +0000 2017
apple_thread_004645,266840,"@115858 update to the update is seriously glitchy with Bluetooth dropout, apps that won’t open, slow iOS 11.0.1 hope they fix this soon!",266839,@179586 We'd like to offer our help.  Which device is this happening on?,179586,Sun Oct 01 06:17:24 +0000 2017,Sun Oct 01 13:13:00 +0000 2017
apple_thread_007129,188639,@AppleSupport I have to restart my phone every single time I want to make a call because the new update messed up with the handset!!!! FIX THIS BUG,386733,@207559 We'd like to know more. Do you have to restart your iPhone when you try to use an app or is it only a phone call?,207559,Sun Oct 01 06:30:51 +0000 2017,Sun Oct 01 13:18:30 +0000 2017
apple_thread_028270,1405264,#iOS11 made the alarm clock quieter. Volume all the way up yet the alarm is about 50% quieter almost slept in. @AppleSupport,1405262,@446699 Let's get this sorted out.  How are you adjusting the volume? Are you doing it from Settings or Control Center?,446699,Sun Oct 01 10:43:19 +0000 2017,Sun Oct 01 14:18:35 +0000 2017
apple_thread_004527,261226,"An unknown app being installed on iOS 11, @115858 any updates coming soon? https://t.co/BfYlHjhg2s",261225,@178194 We'd love to help with this. Are you able to delete the icon by performing these steps?  https://t.co/bNH7gNvF9e,178194,Sun Oct 01 11:59:37 +0000 2017,Sun Oct 01 14:29:29 +0000 2017
