customer_tweet_id,customer_text,human_label
739385,@AppleSupport iphone 7 just froze and I can't restart it. It won't allow me to trust it on my computer either. ios 11.0.2 is trash.,2
1015299,"@115858 @AppleSupport iOS11 has completely wrecked my 7 Plus. Lag, freezing, Beats X not connecting, poor battery. Even after iOS11.03 😒😒😒",1
1899841,@AppleSupport  Battery now lasts 3-4 hrs max and phone shuts off several times a day. Emails takes 3 minutes to load !!!!,1
1096868,I pay y'all every month and download all my damn music yet your app stays acting up @115948 @AppleSupport,5
2677456,@741671 @115858 It messed up my charging and the camera wasn’t working,1
209105,@AppleSupport the iOS 11.0.2 update has messed up my photo library. certain photos are not appearing where they’re supposed to be.,2
925568,@AppleSupport Hi I cant see vpn icon on notification bar when I enable it in ios 11.0.3 Iphone 6s.,2
374551,@AppleSupport @115858 all iOS 11 does is freeze my phone and make it go black with a loading circle. Seriously fix your shit thx,2
429565,@AppleSupport why can’t I check for an iOS update?? #iphone7 https://t.co/7xXjSmartg,2
2731456,"Q: has @115858 fixed the bugs from their update (e.g. “I”)?

Follow-up Q: if no, how long can I go without updating until the problem is fixed?",2
1849141,"I've updated my📱7 to 11.0.3 and the phone app has been corrupted, I can’t make calls and it is muted while doing them @AppleSupport @115858",5
254707,"@AppleSupport iOS 11 default brightness when showing QR like airline boarding pass, needs addressing. Before was max brightness, no issues.",2
382459,@AppleSupport @AppleSupport phone was absolutely fine and worked perfectly until the original iOS 11 update!!,2
2241165,@118721 @AppleSupport I preordered Reputation and now it won't download please fix this.,5
2117931,"Hey, @115858 - when are you going to fix this glitch I️ I️ I️ I️",2
50832,@AppleSupport I just switched to the iPhone 8 and haven’t purchased anything. I deleted the last couple apps I downloaded but didn’t work :( https://t.co/O9PEBrQCd8,5
2208846,@AppleSupport I can log into iTunes but idk my security questions.. help,5
2867262,"@AppleSupport Green vertical lines on start up, apple logo with loading but it goes to a white screen :/",1
1710958,@AppleSupport since updating to ios11 my iPad constantly keeps disconnecting from wifi and it’s so annoying,7
538669,@AppleSupport Thanks guys. Installed iOS 11.2 update and allowed notifications back again,2
1239037,There are lots of accessibility issues with iOS 11 get your act together voice over @AppleSupport,2
1921492,"Hey @115858 ,Any way to roll back firmwares on an iPhone 7+? This update is horse shit.",2
1889033,"Hey @AppleSupport, IOS 11 is treating my iPhone very well. https://t.co/Yexv2JRMWa",2
2266202,@AppleSupport I’m having some problems with iCloud. Recently got the newest iPhone and the old phone refuses to do a backup. I did a backup to my pc to try it that way but it will not let my sync it to the new phone,4
2852311,"@AppleSupport The update is done, I disconnected the iPhone and turned it on but still nothing i got the Apple logo",2
1580429,I️ usually never update my phone ... but I️ did this time... and I’m annoyed that I️ did it. That pixel is looking real good. @115858,2
361764,@AppleSupport No they can’t. This is an ios11 issue. iOS 10 works fine with airplay to Apple TV.,2
386524,@AppleSupport you guys broke my Siri with IOS 11.0.2,2
1586869,WTF IS THIS @AppleSupport @115858 @118721 I DIDNT MAKE A PURCHASE AND IM FROM THE PHILIPPINES WTF IM CONFUSED https://t.co/8j1vSprFQj,5
1527765,@AppleSupport IOS 11.1 on IPhone 6S,2
1652040,@AppleSupport why are my apps not letting me on them,5
2706849,reasons to never update your phone: when you finally do @115858 deletes all your photos okay i hate iOS 11.,2
2836364,"Upgrading to iOS 11.1 totally fucked up my iPhone 7. Keeps hanging every 20 seconds, like it can't keep up with my taps. Thanks @115858",2
512542,"Apple comes out with an update right after the X comes out, update my phone and now it’s messing up. Coincidence @115858 ??? 🤔I need it fixed pronto.",2
915832,"so annoying every app i use it closes out of it, @115858 get your fucking shit together!!",5
258916,@AppleSupport That’s what I am about to do but I d like to be able to do it without iTunes next time,5
1947018,"@115858 my iphond is super slow after the new update! Keeps freezing, crashing, slow! Please fix this! My phone was working find before this!",2
513589,@AppleSupport I can’t use my SIM Card on my iPhone. The iPhone don’t recognise it.,1
895993,@applesupport 11.0.3 bluetooth instability on @38602 headset Voyager Focus UC. Reported to Plantronics as well - says its Apple,7
2378137,@AppleSupport @115858 Where can we go to provide bugs that we have found on iOS 11?,2
2136680,@115858 when are y’all fixing this bug that came with your new update?! 💁🏿‍♂️💁🏿‍♂️💁🏿‍♂️,2
293819,"@AppleSupport why I can’t download my videos from the links, I don’t need download from YouTube
I stop watching my movie and drama ☹️💔",5
331690,@AppleSupport iMessage has logged me out about 40 times today &amp; I've spent too much of my life trying to sign back in with new passwords 😫😫😫,2
2479028,"@AppleSupport I’ve got a problem with my iPhone SE digitizer. It freezes when I use my phone and I can’t tap anything, just no response. Sleep and wake screen helps for some time. Please  help 😔",1
2739489,"Dear @115858,
YOU MESSED UP! My phone isnt connecting through wifi. Even if it did, id still like an input in my laptop other than the USB-C (that non of ur products support btw)
Moreover, u have the old headphones jack in the laptop while ur latest headphones dont support it! Ffs https://t.co/GASpZlagrj",7
2095638,@AppleSupport i couldn’t fit all the issues with the new iOS 11.0.2 into 140 characters. https://t.co/NxbMo5AjQ0,2
1857445,@AppleSupport iPhone 6plus iOs11 lagging all the time. Using Google Keyboard cause is imposible to use Apple's one. We need an update!!!!!,2
152922,"Why is my phone storage taken up with so much ‘system’ - backed up, wiped it and set it up afresh to try and solve, but 2 hours later it’s back to taking up more than 4gb?? @AppleSupport can you help please? https://t.co/1HtsNx8PmB",4
990428,"Dear @115858 for a while now, since the macOS High Sierra update, I have experienced a slight hitch in the copy and paste function. Thank you",2
2314377,If @115858 doesn’t fix this bug that’s turning works with “i” into weird symptoms... now “itt” is doing I️t too,2
1075044,@AppleSupport  after update ios 11.0.3 more lagging and sometime suddently freeze,2
2379317,"@AppleSupport So if I understand correctly, I go through Settings to disable wif/bluetooth UNTIL I turn them back on myself? Seems like a lot of extra steps for something that used to be so simple 😕",7
1924811,@AppleSupport my phone keeps checking email and it's draining my battery. I only what to check it manually. How do I enable that?,1
1700896,"@515757 @123857 Love my X, but when looking at white background apps (like Twitter), the whites turn yellowish/bluish when phone barely tilted.",5
2206980,@AppleSupport can you please explain why my phone keeps inviting me to update software then this constantly happens when I try it...🤔 https://t.co/MD3dmWA0ej,2
2439695,@115858 y’all need a horrible job with this new update. My phone keeps crashing and freezing. Do better!,2
1492211,@AppleSupport Thanks. I did that but what do we do to fix it within social media apps? It’s occurring in IG &amp; FB Messenger. @466532 also same thing,5
2974436,@AppleSupport my iMessage doesnt send and i dont receive them either,2
2564181,@AppleSupport Nope i just update the ios just as it shows rest i dont play with settings much.,2
1886634,"@115858 , how is it that from the new “update” my phone now runs slower and is allergic to loading anything? Would love feed back",2
2699032,"@115858, your newest update to fix “bugs” now has my iPhone turning on and off randomly, GET YOUR SHIT TOGETHER!!",2
1247838,@AppleSupport since downloading iOS 11 my #iPhone 6 plus that I’ve always loved has turned into a slow frustrating phone. It’s ridiculous,2
1711941,This capital I iOS bug is extremely annoying @115858,2
2834482,@AppleSupport Ever since I upgraded to ios 11 my iPhone 6S is responding very slow. Is there any workaround for this?,2
2897711,"@AppleSupport Hasn’t worked so far, should I restart my phone and see if it changes?",2
2270003,@AppleSupport Sending a link to Twitter from Safari has crashed my MacBook several times now.  Could it be related to the 140 vs 280 character change?,2
2971253,In today’s edition of “WTF Apple Bug” - this just randomly started happening @AppleSupport https://t.co/umYxXoYdke,2
1557108,"Got my #iphonex. And for whatever reason, my apps will not automatically download. They halfway download then stop. Will I really need to download one by one? @applesupport?",5
2555285,"Anyone else having their Letter I️, deleted automatically on IOS 11? It is driving me insane. Please fix the most Annoying Bug In IPhone History thus far @115858",2
2526334,"Hey @AppleSupport thanks for the new update, my zoom feature no longer works and it’s done this too. Great fun... 🙄 https://t.co/by9oVth1JW",2
387604,@AppleSupport: unable to share web pages to @123765 from the built in safari social framework. What changes? #ios11,2
854586,"@AppleSupport thought the Apple Pencil was supposed to fully charge in 6 mins?? Mines been plugged into my iPad all night, and is on 42%...",6
2061943,@AppleSupport my iPhone 6 is glitching up like crazy after ios11. Can’t open apps without my phone freezing. What do I do?,5
2432842,.@115858 my iPhone 6 sucks ass with the new update so thx for that. Almost rather have a samsung. #ass,2
2212818,"@AppleSupport Nope, message never came back. Weird cause I saw it all initially then half of it disappeared (was long). Bluetooth does reconnect",7
1266502,@115858 because this makes sense right? How do I have one app over a gig and almost 6-7 just missing???? You guys suck https://t.co/hzMBHynKcy,5
486155,@AppleSupport why does my iPhone lose 50% battery by just being in my pocket turned off. Thought that would be enough for any emergencies whilst out. Nope. Getting close to chucking it,1
652201,@AppleSupport y’all update needs fixing. My phone is worthless and won’t do a thing now! #angry #comeonapple,2
2020525,@AppleSupport What is this strange character to the left that appears in my text box when I’m typing? Phone weird since iOS 11!!! https://t.co/5Z3bgVtfC3,2
2630168,Should I even update my phone if I don’t have an iPhone X ? @AppleSupport,2
1018303,@115858 iOS 11 has messed up my phone in so many ways. Should probs consider on fixing it,2
1967596,@AppleSupport I've been waiting a week for a phone delivery now that should've taken 2 days max,8
2691786,I’M SICK AND TIRED OF THIS I️ GLITCH @115858 fix this,2
1091317,. @115858 why does my 6s bluetooth keep automatically turning on if I wanted it on I would turn it on myself,7
288461,@AppleSupport iPhone 7 and the newest updated software- doesn’t let me play through just repeats one song,2
1036550,@AppleSupport iPhone 6s and iOS version 11.0.3.,2
1206039,"@AppleSupport it will charge to 15% and then will drain, it won’t go any higher and will drain even when plugged in but the light is always green",6
1079160,I used to have decent battery life. And then ... 😞 #shitiphoneownerssay @115858,1
178661,@AppleSupport What the hell is going on with my phone! Constantly freezing and switching off since I updated to Ios 11.0.2 needs fixing fast,2
337038,@AppleSupport Yeah I've done that and a few weeks ago I spoke to Apple support and they said my battery was fine but it's draining so fast,1
1865814,@115858 my phone was perfectly fine til this update. Get it together. This isn’t cool.,2
2616676,@739583 @115858 Total trash. Do NOT update your phone with this trash. Super-trash. I’m surprised I can type this actually.,2
2557359,"@115858  @AppleSupport @11676 Version 11.0.3(15A432).
iPhone 5S. Though I switch OFF Wifi/Bluetooth/Mobile Internet in Control Center, they remain ON inside Settings. I should go to Settings each time &amp; switch them OFF. Please help.",7
2695993,@115858 iPhone X. Phone app freezes every time I open. Won’t do nothing. Already did a soft reset,5
1002275,"@AppleSupport do you have a store in Kuala Lumpur? If so, can you give me the address please.",8
2952363,"Thanks for the speedy response @AppleSupport. I would love to buy #AppleWatchSeries3 with cellular support. My country of origin is #India.
Thanks! https://t.co/y0cWKZb6qh",7
249162,@AppleSupport will I ever receive a email from Apple about a possible compromised login? probably a phishing scam just checking to be sure,3
1883207,Ever since the latest “software update” my iPhone has been operating at dial up speed. Whatz up @115858 ?!? https://t.co/RXTouRjSE3,2
2028357,"New bug, @AppleSupport ?
Just goes away if I restart. https://t.co/zMfMrIDiBv",2
1285652,@AppleSupport Tried it in another iPhone 7 that doesn’t have the update and it works... 🤷‍♀️,2
1142110,@AppleSupport could you fix the glitch between my contacts and Instagram erasing them!!! @126 @115858 #contactsdeleted,2
2619892,"@AppleSupport What a mess 11.1.1 is! Battery sucks. In India even if I take under warranty phone to service center, they'll ask for paid replacement. It was a huge mistake buying Apple in India, and now with these pathetic updates it's a mistake buying Apple on Earth.",1
699594,"@AppleSupport This is an issue most people are having, it's been going on for a couple of weeks, and no one from Apple HQ has provided answers/info from what I know. It seems to be related to new app certificate signing (according to some devs). I just want a solid bit of info on w/it is:-)",5
541093,What’shappening to iphone? My iPhone 7+ been slightly crashing.. It turned black then return to lock screen. What to do? Please help.. @AppleSupport,1
1070178,It keeps saying my number can be reached on iMessage but it isn’t even my right number!!! Why!!!! @AppleSupport,2
963474,@AppleSupport is there anyway to check my iPhone 7 battery health?,1
2281745,@AppleSupport probably for a couple of months &amp; I have iTunes 12.7.1.14 on my MacBook Pro,5
1779235,Yall had me update my phone for the update not to work @AppleSupport,2
2120276,@AppleSupport 4th day in a row now I receive this message once choosing a time to pick up the new iPhone x on the upgrade programme. 😡😤 https://t.co/yuhx2YRe1D,2
1467507,@AppleSupport In addition incredible slowness of everything on iPad mini 2 since iOS 11.1. Wasn’t the case with immediate predecessor release.,2
2205846,@AppleSupport Please can you explain why my battery went from 50% when turned off for a meeting to 21% when turned back on an hour later??,1
652914,@AppleSupport new #HighSierra OS causing iMac to grind and software to operate slowly. Why? #developer #imac @118936 @115858 #NotTheOnlyOne Fix needed,2
2129122,"The iOS update messed up my iPad Pro, can’t even transfer my artwork from procreate into a PNG (photoshop file) so I can edit it on a computer, wassup @115858 that is interfering with artist’s commissions &amp; deadlines.",2
2712590,"@188 @115858 @AppleSupport Why am I still unable to tag people &amp; pages in posts and comments on iOS, even with the @ sign? I've always been able to, but for the last 5 months it's been impossible 😠",2
327321,"I️ want to update my phone but then again I️m nervous my phone will be more buggy than I️t already is. @AppleSupport why does my phone be tweaking man, it’s a iPhone 7 Plus. It’s shouldn’t be randomly shutting off",2
627955,"@AppleSupport Yes, but the smudging is under the screen so I can’t get to it.",1
1273601,@115858 @118936 @AppleSupport any audio quality issues for #Iphone8+? Especially phone calls!,7
486150,When did play/pause etc on a Mac keyboard stop controlling iTunes? FFS. @AppleSupport,5
253474,"@AppleSupport everytime i delete an email on the mail app, it re-appears (as new) after i reopen mail.",5
2016922,"@596457 it’s the new fucking update lol it’s literally just “i️” but it autocorrects &amp; changes to that. it’s happening to everyone, thx @115858",2
1169528,"@115858 with the new ios 11 update, will it free up space on my phone? i have around 4GB left and don’t want the update to take up most of it",2
1395690,Yo @115858 used your headphone transfer cable twice and it’s already broken...#bringbacktheheadphonejack,1
649804,"@AppleSupport why is this happening? If I've got over 4GB of storage, why do I keep getting notifications that my storage is nearly full? https://t.co/DrMz2x4NtE",4
1141671,@AppleSupport it’s everything. Particularly native apple apps like messages. My phone is a 6.,5
2111430,"@AppleSupport so.. the frame rate for my IPhone6s has dropped since iOS 11 came out. It constantly freezes, I’m restarting it four times a day... wtf is going on sis?",2
1792375,@AppleSupport Same day the update was released,2
1645919,"@AppleSupport Hi. I recently acquired an Android, but wanna access my iCloud mail (@798.com) through it in addiction to my Mac. How can I do?",4
2403714,@AppleSupport trying to install new OS High Sierra on MacBook Pro. Won't allow me past macOS Utilities. Can't log my problem as I need my serial number which isn't accessible as I can't get into my Mac! Non of your genius bars have available times. What's going on??,5
1898029,"If I had a dollar for every time my iphone  6s has froze from @115858 ‘s IOS 11, I could afford the iPhone X when it comes out @AppleSupport",2
1895747,@AppleSupport hi on iPhones can you please give back the option to turn auto-brightness (OFF) on? This always on kills my battery,1
1484387,@AppleSupport can y’all fix this bug that is messing with the ability to type the letter “eye” because it just does this &gt; I️,2
2552430,"@115858 really does suck. These updates have resulted in battery death like no other, 21% - 4% in 3mins while turned off. And $2k for an average looking new model? 🙄 done now.",1
1953684,Looks like the #HighSierra update from @115858 is going to brick a second machine. This was definitely a gracefully minor update... #semver,2
2753665,"@AppleSupport i just about an iphone 8 and its been updating to the last update for more than 2 hours, is it normal?",2
245363,@115858 fuck u my phone just went from 20% to 5% u done fucked everyone up w ios 11,2
338182,@115858 @AppleSupport this iOS 11 update &amp; subsequent add’l updates are wigging out my iPhone 7+...text functions delaying big time.,2
386561,"@AppleSupport Are we gonna get the option of Mobile Hotspot in next update of ios, or should we downgrade to Android?",2
1626290,"@115858 #iPhoneX comes with default charger and airpods, ryt?
&amp; Wireless charging thing is misc. ?",1
2058523,"Hey @AppleSupport how about the keyboard lag in iOS 11? Personally, in my divice, is a shit. Please fix it!!",2
1914748,@AppleSupport this is by far the most problematic update I’ve ever experienced with an Apple product,2
148286,@AppleSupport how do i check the battery health on my iphone 7 plus?,1
2080137,Hey @115858 the lastest #iOS11 drains my battery in my 7 like mad. Fix this.  Seriously. FIX IT.,1
1783290,"@204370 @115858 @AppleSupport Mine, too... My iPhone 6+ is sluggish as heck &amp; freezes, constantly shuts off I Heart Radio &amp; Audible apps.  I have to keep restarting it.",5
2729095,"@AppleSupport Your last 3 updates took away my ability to do anything with PDFs via iPad. Ima need that back. I’m on an Air 2. Now, when they pull up there’s no way to send to iBooks so I can print. I relied on this to print shipping labels for my other business.",8
1202023,@AppleSupport Yes. iOS 10.2.1,2
2425817,"My computer charger doesn't work very well (the cord was chewed by my cat) only works if the cord is held at a specific angle, and if it disconnects my computer just shuts off. But I can turn it back on and it's capable of running on battery power for a few hours. @115858 whyyyyyy",1
2170714,@115858 you guys need to fix this letter I glitch! It makes me mad😡 really about to switch to Android,2
1706742,"@AppleSupport please move on from the disaster that is iOS 11. Last night, I updated to 11.0.3, and now my phone won’t send or receive email",2
1911294,@AppleSupport how can you have people working for you that do not know how the Upgrade Program works and how to fix issues???,2
1168592,Anyone getting issues with @115858 iMessage? I see a full text in notification but when open the text it’s half a message.,2
437009,@AppleSupport I don't see my iMac in the list. Wifi and Bluetooth are on,7
2039389,@AppleSupport Any reason in particular I receive 4 or 5 copies of notifications in iOS 11?,2
1941616,@AppleSupport why can I not do Apple installments with my reservation but I can if I try and order it again #iPhoneX,8
2114725,@AppleSupport Is it okay to play online games with my iphone while charging the battery?,1
1512156,@AppleSupport who do I contact for subscription support?,6
1641307,@AppleSupport @115858 I updated my software and I’m still getting the question mark in the box when typing. SOS plz,2
1544088,@115858 please fix this update! My phone is acting crazy! #nothappy #notupgradingmyphone2X,2
1975929,"Going to refrain from talking about myself, because apparently @115858 doesn’t want us to!!! Fix this stupid irritating glitch!!",2
2213759,Dear @115858 your newest update has messed up my phone royally. Thank you very much for forcing me to have to buy the new phone to run the new IOS.. sincerely very upset customer..,2
1942534,@AppleSupport iOS 11.3 took away my speakerphone and voice to text 😩I use those daily,2
1618240,@AppleSupport I got many emails today from this id asking me to verify my Apple ID . Looks scam to me https://t.co/TRujCN0Oqf,3
2402206,"Apple sucks now I hate this update... I’m tired of my phone freezing while I’m on Netflix, on Snapchat, on everything... @115858 fix your shit!!!",2
1049413,@115858 aye bruh my phone done froze like 5 times under the IOS update was up with that y'all straight?,2
307952,"@AppleSupport After the newest IOS update, I can no longer send videos to android phones.",2
2146662,@AppleSupport is there anyway I can reset my Apple ID password without having to wait 18 hours?🤨,3
1516669,@AppleSupport my sensor is not working since ios 11 updated,2
858407,"@AppleSupport I’m using version 11.0.2. Just installed it this morning and ever since my phone has been freezing, very laggy, and battery drains fast",1
2273966,"@AppleSupport after the last update it’s gone sooo bad, slow and unpredictable, switching to note8 , thanks for screwing it up for me and U",2
2300669,"@AppleSupport I can’t put an app in a folder because it turns sideways when I hold down on it, making it impossible to insert.",5
229157,"@AppleSupport ever since updating my iOS, nobody can hear my voice on calls. What’s the fix?? Work phone, urgent.",2
849929,@AppleSupport ... and after new update does same thing. Also happens in vertical.,2
2343796,@AppleSupport I think their is a scam happening. I received this text and a phone call immediately. Didn’t answer the call. https://t.co/XJ3J6UBZvZ,7
2972494,@115858 @AppleSupport it’s has been 2 Days and still no help resetting my password. Why is it this hard?,3
2249982,@AppleSupport I've been using my phone for less than 20 minutes and have watched it drop over 40% in battery... help??????,1
2707674,@115858 my Mac labtop charger is extremely hot and smells like fire so get ur shit together.,1
1762186,@AppleSupport What support could you provide after I’ve thrown my iPhone 6 into the Thames after iOS 11 has rendered it useless?,2
2900364,@AppleSupport I have to do that to get them connected. Other Bluetooth devices have no issues.,7
1241118,@AppleSupport I restarted but no luck... 2nd screenshot after restart... https://t.co/AgEgDt6mlM,2
2947067,"@AppleSupport why since I updated to ios 11.1.2 are all of my calls failing, no one can reach me and I can't call out. I use my phone for business. I need this fixed ASAP !",2
961123,@AppleSupport why does it take so lone to reset a password. 30 hours and no word yet????,3
1748768,@AppleSupport you guys charged me something I haven’t used...help!,6
897636,"@AppleSupport Hey, yes, hello. How do I copy a track I bought on my iPod and put it into iTunes on my computer? Seems to be impossible...",5
302268,"@AppleSupport I had closed my laptop for the night and found it frozen like that in the morning. Had a litany of programs open: iTerm2, Chrome, etc...",2
678161,Hey @AppleSupport my Apple email isn’t working with beta iOS 11.1,2
582778,Battery drain is so fast eventho I turned off everything I know that eats it up. What the F @115858 @AppleSupport,1
1863895,THE SECOND TIME THIS KIND OF THING HAPPENS IN MY LIFE. MY PHONE NEEDS TO RESTORE AGAIN AND I LOST EVERYTHING AGAIN. THANKS @115858,4
1863723,@AppleSupport after updating iOS 11 my iPhone 6s convert to alive heater what happened with apple quality???,2
2488626,"@AppleSupport ""Apps that already support Touch ID will automatically support Face ID"" (https://t.co/t7jJ4aWZ1K) =&gt; How come my bank app doesn't work with Face ID ? https://t.co/Bm6DRPJk7X",5
2575278,@AppleSupport Basically ages ago I had my phone stolen and someone purchased loads of crap I don’t even want the money back just be able to download apps,5
1939412,@AppleSupport Yeah I’ve updated all my apps and it is occurring in every app. I️ also removed and reinstalled the English keyboard and the issue is unresolved,5
260028,"@177861 @115858 Yes! Lagging, freezing, battery drain on my iPhone 6+ #ios11update",1
2798445,"Dear @115858, thanks for updating your iOS so that I can no longer access my voicemail. That was really helpful. Keep up the good work.",2
1825440,"Dear @115858, all my iPhones have the same battery drain issue at exact one month after the one-year warranty expired, why?",1
1138327,49% battery drain over night @AppleSupport not sure that’s supposed to happen #ios11,1
2278923,"@AppleSupport Basically “turn it off and on again”? I work in IT, now I know how my users feel.......oh and as it happens it’s just done it as I was typing this, same thing that happens in safari, keyboard gone, doesn’t come back,then after a few seconds of hanging it restarts itself. https://t.co/qZ2x9j3Qdl",2
912816,@AppleSupport any idea how to get rid of a domain error 3 on my Apple TV 4 watching CW App?,5
2047411,@115858 please fix the calendar app!!!!!,5
2001541,Wowwww all my Apple Watch data is gone and I'm really ready to fight @115858 this is on top of the immense amount of fuckups lately,7
1980696,@586317 @586318 @AppleSupport Dude same!!!! I️ called them yesterday &amp; we tried everything and it’s still there 😭 even after the new software update!!!!!,2
874775,@AppleSupport @2531 Ever since the latest update my iPhone 7 is a total mess!! #notgood #muchfrustration#highlyirritated,2
225173,@AppleSupport I would like to take my photos off my mac and iphone and onto an external hard-drive as they are both slow.  Can an apple store do this for me?,8
1349235,"Great, an inaccurate address on an @115858 order, system doesnt let you change it, customer service unavail. Now shipped!",8
628054,"Why is it after every update my iphone plays up! Alarm not going off on time, today i cant send sms messages....@AppleSupport 😡😡😡",2
1901420,@AppleSupport the update is so bad &amp; all my phone does is glitch &amp; die at 10%,2
1578361,@486096 @115858 Did you update the new update on iPhone? Ever since I did I have had several weird thing happening to my phone.,2
2255537,I️ wonder if Apple has fix this I️ bug yet? @115858 🤔 https://t.co/oYJ1RBfqgi,2
1913115,My iCloud steady be locking me out of all my devices @AppleSupport a girl didn't report any issues so it's kinda annoying when this happens.,4
33402,@AppleSupport iPhone 6s iOS 11,2
2464869,"@115858 needs to add a grandparent mode to iOS. Three buttons: call grandkids, see photos of grandkids, and emergency help. 1/3",2
1299568,"@115858 store in Watford, rude man today, couldn’t give 2 shits that I wanted 2buy an #Applewatch.had a beard, glasses, tattoos @54494",8
1027615,my music app keeps crashing and won’t open up pls help @AppleSupport,5
1840283,"@AppleSupport hi I have a iphone 5c and upgraded to iOS 10.3.3
but my phone got so bad it's crashing.want to go back to the previous version",2
249333,"This might sound like an ignorant question, but how does one sign up for an iTunes account in Uganda without a credit card? Help! #uot #uganda @115858",5
1633012,@AppleSupport anytime I get a notification my Spotify music stops playing. Even if I'm in the app... #iOS11 still sucks😒,5
2229315,@123765 @TwitterSupport @115858 @122609 @122609 @122986 LE NOTIFICHE SVANISCONO OPPURE INACCESSIBILI PER QUALUNQUE APP DA MOLTEPLICI DISPOSITIVI E NON HA SENSO.,5
1968254,"I get that every @115858 #iOS update comes with growing pains, but 11.0.3 is an absolute disaster in every possible way.",2
2033129,I love when I update my phone &amp; then I have even more problems/glitches with it @115858,2
1681646,stfu my mac charger stopped working @115858 im failing med school already why do u hate me,1
1148450,"""Accessory may not be supported""

...it's an iPhone charger. @115858 😒",1
1086059,@AppleSupport when will the pre-approval for IUP members be available for the X pre-order?,8
1392449,Hey @AppleSupport @115858 can’t exactly update https://t.co/YtrjIGPa3r,2
2892004,Used @AppleSupport for 20 years without problems. Now iTunes won’t play purchased show on laptop and won’t even open on Mac.,5
1744884,"Actualización de iOS 11.1 sucks. @AppleSupport, Traba Llamadas, Se bloque seguido. Hay que reiniciar para que vuelva a funcionar😡😡😡 https://t.co/WS08VbWZil",2
644916,@AppleSupport Links not sending through iMessage,2
2586397,@AppleSupport Can y'all assist with Wallet/unable to set up card issues here. Website won't let me book a phone call :(,7
2615285,Btw @115858 this autocorrect bug is killing me: I️t,2
908620,@AppleSupport I have so many troubles with iOS 11 on my iPhone 7. I can’t believe 🍏 dare released this shit. I really miss Steve Jobs,2
1083015,"Esse IOS 11 tá consumindo muita a bateria, Jesus. Da um jeito nisso @AppleSupport 😡😡😡😡",2
1545929,@AppleSupport is there a way to clear all of my notifications with iOS 11 bc this is really pissing me off fam,2
2138237,@AppleSupport iOS 11.1 which doesn’t work at all ! I️ really hope you all working on this bc this doesn’t make any sense it took me 10 minutes to reply,2
2237383,"@AppleSupport
Today i got asked for my apple id password, i filled in the right one, then i had to change it

WHY?",3
2273914,@AppleSupport It’s good but sometimes I still see the ? square bug,2
524498,@AppleSupport It happen also to me after update ios to version 11.2 please help. My phone is iphone 7plus,2
1975593,I didn’t want to update my phone and it did it through the night by itself now my phone keeps freezing every two seconds @115858 WHY 😡,2
2834491,@AppleSupport 11.1.2 I checked what had been running in the background and seems Facebook is the issue no idea what it was up to but I’ve shut the background down - wasn’t like that before. Charged up in flight now so watching and waiting...,6
2093807,"@AppleSupport I️ need help this update is buggin, literally.",2
2850845,"@AppleSupport trying to use #ApplePay on @4086 for an order however I get an error on my shipping address, but doesn’t tell me what is actually wrong or how to correct the error.",8
554773,@AppleSupport Apple Pay Cash is not showing up in iOS 11.2 for me. How do you activate it? Tried adding a card in Wallet/Pay settings. Located in US. USE 2 compatible cards in Pay. https://t.co/fCMi5NWJj9,2
1931954,@AppleSupport sort your update OUT! Driving me insane 😡😤,2
239554,@AppleSupport Hello again. Today Bluetooth is back to not working. Unsure what made it work yesterday.,7
808870,@AppleSupport Fix iOS11. Music doesn't show up on home screen or in control center when playing. Volume doesn't show up when changed. #sad!,1
2686643,"iTunes 12.7.1.14 automatically skips the song at random times
@AppleSupport
@118721",5
2132078,I turned on the cellular data and this happened. @AppleSupport any explanation? It's an iPhone 7. I freaked out a little. https://t.co/2e2j4IoQ1K,7
676795,The #ios11update  (11.01 update) has caused my iPad Pro to reboot constantly.  It is unusable. How can I fix this @AppleSupport ?,2
1583747,"@64786 eye understand, eye ignored, eye didn’t 😐 @115858 fix this bug. STAT.",2
710657,I’m gonna need @115858 to fix the problems with iMessage. It force closes almost every time I open it.,2
1631359,"@115858 @AppleSupport This update is trash, my phone glitches every few hours, and none of the bugs have been fixed except my volume",2
506535,@AppleSupport Iphone 5s and 6. Ios 11.1.2 i also have friends having the same problem. Also read some people online experiencing this too. Hoping for an update to fix this. Thank you.,2
1000231,"@AppleSupport All apps. I’ve restarted my phone 6 times today. On twitter, Facebook, snapchat and messages etc",5
877725,@AppleSupport my purchased ringtone is no longer ringing and is using a default Apple one instead. Is this a bug and can it be fixed? https://t.co/nRWQGL0WMJ,2
1790072,"@AppleSupport just updated iphone to ios 11.0.3 now all photos are gone, this has never happened until now",2
1677877,@AppleSupport @115858 can we get an update on bug fixes and emojis fixes? This A? Is mad annoying 🙄,2
1539981,@115858 I'm so disappointed. I've been a #apple lover for 10 years n i must say that my brand new #iphone with the latest update is crap.,2
2207680,@AppleSupport why maps don’t work in India? What takes you so much longer to release apple pay in India? Shall I purchase samsung?,5
2283391,@AppleSupport 3D touch in screen #ios11 isn’t work why?,1
2355871,@AppleSupport installing my old iPhone (after having logged out and deleted all content) with different apple id. In activation it says the apple id or password is wrong. I know they are correct. What to do?,3
2320642,@115858 could you pls stop making our phones glitch so we have to buy a new one I’m broke asf and ain’t spending my $8 for expensive bullshit,2
